name_1,name_2,true,pred_0,pred_1,pred_2,prob,pred
SAOUHSC_00133,SAOUHSC_00135,-1,,,,0.49,0
SAOUHSC_00135,SAOUHSC_00136,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00136,SAOUHSC_00137,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00137,SAOUHSC_00138,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00138,SAOUHSC_00139,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00139,SAOUHSC_00141,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00141,SAOUHSC_00142,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00142,SAOUHSC_00143,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00143,SAOUHSC_00144,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00144,SAOUHSC_00145,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00145,SAOUHSC_00154,-1,,,,0.49,0
SAOUHSC_00154,SAOUHSC_00156,-1,,,,0.49,0
SAOUHSC_00156,murQ,-1,1.0,1.0,1.0,1.0,1
murQ,SAOUHSC_00158,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00158,SAOUHSC_00160,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00160,SAOUHSC_00162,-1,,,,0.49,0
SAOUHSC_00162,SAOUHSC_00163,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00163,SAOUHSC_00164,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00164,SAOUHSC_00166,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00166,SAOUHSC_00168,-1,,,,0.49,0
SAOUHSC_00168,SAOUHSC_00169,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00169,SAOUHSC_00170,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00170,SAOUHSC_00171,-1,1.0,0.0,0.0,0.3333333333333333,0
SAOUHSC_00171,SAOUHSC_00174,-1,,,,0.49,0
SAOUHSC_00174,SAOUHSC_00175,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00175,SAOUHSC_00176,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00176,SAOUHSC_00177,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00177,SAOUHSC_00178,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00178,SAOUHSC_00179,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00179,SAOUHSC_00180,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00180,SAOUHSC_00181,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00181,uhpT,-1,,,,0.49,0
uhpT,SAOUHSC_00187,-1,,,,0.49,0
SAOUHSC_00187,SAOUHSC_00188,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00188,SAOUHSC_00190,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00190,SAOUHSC_00192,-1,,,,0.49,0
SAOUHSC_00192,SAOUHSC_00200,-1,,,,0.49,0
SAOUHSC_00200,SAOUHSC_00205,-1,,,,0.49,0
SAOUHSC_00205,SAOUHSC_00206,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00206,SAOUHSC_00208,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00208,SAOUHSC_00211,-1,,,,0.49,0
SAOUHSC_00211,SAOUHSC_00212,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00212,SAOUHSC_00213,-1,0.0,0.0,1.0,0.3333333333333333,0
SAOUHSC_00213,SAOUHSC_00214,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00214,SAOUHSC_00215,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00215,SAOUHSC_00216,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00216,SAOUHSC_00217,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00217,SAOUHSC_00218,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00218,SAOUHSC_00219,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00219,SAOUHSC_00220,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00220,SAOUHSC_00221,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00221,SAOUHSC_00222,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00222,SAOUHSC_00223,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00223,ispD,-1,0.0,0.0,0.0,0.0,0
ispD,SAOUHSC_00226,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00226,SAOUHSC_00227,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00227,SAOUHSC_00228,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00228,SAOUHSC_00229,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00229,SAOUHSC_00230,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00230,SAOUHSC_00231,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00231,SAOUHSC_00232,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00232,SAOUHSC_00233,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00233,SAOUHSC_00235,-1,,,,0.49,0
SAOUHSC_00235,SAOUHSC_00236,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00236,SAOUHSC_00238,-1,,,,0.49,0
SAOUHSC_00238,SAOUHSC_00243,-1,,,,0.49,0
SAOUHSC_00243,SAOUHSC_00244,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00244,SAOUHSC_00247,-1,,,,0.49,0
SAOUHSC_00247,SAOUHSC_00248,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00248,SAOUHSC_00254,-1,,,,0.49,0
SAOUHSC_00254,SAOUHSC_00255,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00255,SAOUHSC_00257,-1,,,,0.49,0
SAOUHSC_00257,SAOUHSC_00258,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00258,SAOUHSC_00259,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00259,SAOUHSC_00260,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00260,SAOUHSC_00261,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00261,SAOUHSC_00262,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00262,SAOUHSC_00264,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00264,SAOUHSC_00265,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00265,SAOUHSC_00266,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00266,SAOUHSC_00267,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00267,SAOUHSC_00268,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00268,SAOUHSC_00269,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00269,SAOUHSC_00270,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00270,SAOUHSC_00271,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00271,SAOUHSC_00272,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00272,SAOUHSC_00274,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00274,SAOUHSC_00275,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00275,SAOUHSC_00276,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00276,SAOUHSC_00277,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00277,SAOUHSC_00278,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00278,SAOUHSC_00279,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00279,SAOUHSC_00280,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00280,SAOUHSC_00284,-1,,,,0.49,0
SAOUHSC_00284,SAOUHSC_00285,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00285,SAOUHSC_00287,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00287,SAOUHSC_00290,-1,,,,0.49,0
SAOUHSC_00290,SAOUHSC_00291,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00291,SAOUHSC_00292,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00292,SAOUHSC_00293,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00293,SAOUHSC_00296,-1,,,,0.49,0
SAOUHSC_00296,SAOUHSC_00298,-1,,,,0.49,0
SAOUHSC_00298,SAOUHSC_00300,-1,,,,0.49,0
SAOUHSC_00300,SAOUHSC_00303,-1,,,,0.49,0
SAOUHSC_00303,SAOUHSC_00304,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00304,SAOUHSC_00305,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00305,SAOUHSC_00306,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00306,SAOUHSC_00307,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00307,SAOUHSC_00308,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00308,SAOUHSC_00309,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00309,SAOUHSC_00314,-1,,,,0.49,0
SAOUHSC_00314,SAOUHSC_00315,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00315,SAOUHSC_00316,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00316,SAOUHSC_00318,-1,,,,0.49,0
SAOUHSC_00318,SAOUHSC_00319,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00319,SAOUHSC_00320,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00320,SAOUHSC_00323,-1,,,,0.49,0
SAOUHSC_00323,SAOUHSC_00324,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00324,SAOUHSC_00325,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00325,SAOUHSC_00326,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00326,SAOUHSC_00327,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00327,SAOUHSC_00331,-1,,,,0.49,0
SAOUHSC_00331,SAOUHSC_00332,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00332,SAOUHSC_00333,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00333,SAOUHSC_00334,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00334,SAOUHSC_00336,-1,,,,0.49,0
SAOUHSC_00336,SAOUHSC_00342,-1,,,,0.49,0
SAOUHSC_00342,SAOUHSC_00344,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00344,SAOUHSC_00345,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00345,SAOUHSC_00346,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00346,rpsF,-1,,,,0.49,0
rpsF,SAOUHSC_00349,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00349,rpsR,-1,1.0,1.0,1.0,1.0,1
rpsR,SAOUHSC_00354,-1,,,,0.49,0
SAOUHSC_00354,SAOUHSC_00355,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00355,SAOUHSC_00356,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00356,SAOUHSC_00358,-1,,,,0.49,0
SAOUHSC_00358,SAOUHSC_00359,-1,,,,0.49,0
SAOUHSC_00359,SAOUHSC_00366,-1,,,,0.49,0
SAOUHSC_00366,SAOUHSC_00368,-1,,,,0.49,0
SAOUHSC_00368,SAOUHSC_00372,-1,,,,0.49,0
SAOUHSC_00372,SAOUHSC_00373,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00373,SAOUHSC_00374,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00374,guaA,-1,1.0,1.0,1.0,1.0,1
guaA,SAOUHSC_00383,-1,,,,0.49,0
SAOUHSC_00383,SAOUHSC_00384,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00384,SAOUHSC_00386,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00386,SAOUHSC_00387,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00387,SAOUHSC_00389,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00389,SAOUHSC_00390,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00390,SAOUHSC_00391,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00391,SAOUHSC_00392,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00392,SAOUHSC_00393,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00393,SAOUHSC_00394,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00394,SAOUHSC_00395,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00395,SAOUHSC_00397,-1,,,,0.49,0
SAOUHSC_00397,SAOUHSC_00398,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00398,SAOUHSC_00399,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00399,SAOUHSC_00400,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00400,SAOUHSC_00402,-1,,,,0.49,0
SAOUHSC_00402,SAOUHSC_00404,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00404,SAOUHSC_00405,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00405,SAOUHSC_00406,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00406,SAOUHSC_00407,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00407,SAOUHSC_00408,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00408,SAOUHSC_00410,-1,,,,0.49,0
SAOUHSC_00410,SAOUHSC_00411,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00411,SAOUHSC_00412,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00412,SAOUHSC_00413,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00413,SAOUHSC_00414,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00414,SAOUHSC_00416,-1,,,,0.49,0
SAOUHSC_00416,SAOUHSC_00417,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00417,SAOUHSC_00418,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00418,SAOUHSC_00420,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00420,SAOUHSC_00421,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00421,SAOUHSC_00422,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00422,SAOUHSC_00423,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00423,SAOUHSC_00424,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00424,SAOUHSC_00426,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00426,SAOUHSC_00427,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00427,SAOUHSC_00429,-1,,,,0.49,0
SAOUHSC_00429,SAOUHSC_00430,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00430,SAOUHSC_00435,-1,,,,0.49,0
SAOUHSC_00435,gltD,-1,1.0,1.0,1.0,1.0,1
gltD,SAOUHSC_T00048,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_T00048,SAOUHSC_00437,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00437,SAOUHSC_00438,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00438,SAOUHSC_00439,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00439,SAOUHSC_00440,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00440,SAOUHSC_00441,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00441,SAOUHSC_00442,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00442,SAOUHSC_00444,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00444,recR,-1,1.0,1.0,1.0,1.0,1
recR,SAOUHSC_00446,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00446,SAOUHSC_R0001,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_R0001,SAOUHSC_R0006,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_R0006,SAOUHSC_R00011,-1,,1.0,1.0,0.49,0
SAOUHSC_R00011,SAOUHSC_00450,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00450,tmk,-1,1.0,1.0,1.0,1.0,1
tmk,SAOUHSC_00452,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00452,SAOUHSC_00454,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00454,SAOUHSC_00455,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00455,SAOUHSC_00456,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00456,SAOUHSC_00457,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00457,SAOUHSC_00458,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00458,SAOUHSC_00459,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00459,SAOUHSC_00461,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00461,SAOUHSC_00462,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00462,SAOUHSC_00463,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00463,ksgA,-1,1.0,1.0,1.0,1.0,1
ksgA,SAOUHSC_00465,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00465,ipk,-1,0.0,0.0,0.0,0.0,0
ipk,SAOUHSC_00467,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00467,SAOUHSC_00468,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00468,SAOUHSC_00469,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00469,SAOUHSC_00470,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00470,glmU,-1,1.0,1.0,1.0,1.0,1
glmU,SAOUHSC_00472,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00472,SAOUHSC_00474,-1,,,,0.49,0
SAOUHSC_00474,SAOUHSC_00475,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00475,SAOUHSC_00477,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00477,SAOUHSC_00479,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00479,SAOUHSC_00480,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00480,SAOUHSC_00481,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00481,SAOUHSC_00482,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00482,SAOUHSC_00483,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00483,SAOUHSC_00484,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00484,SAOUHSC_00485,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00485,SAOUHSC_00486,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00486,hslO,-1,0.0,0.0,0.0,0.0,0
hslO,SAOUHSC_00488,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00488,SAOUHSC_00489,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00489,SAOUHSC_00490,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00490,SAOUHSC_00491,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_00491,SAOUHSC_00492,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_00492,lysS,-1,1.0,1.0,1.0,1.0,1
lysS,SAOUHSC_R00016,-1,0.0,0.0,0.0,0.0,0
SAOUHSC_R00016,SAOUHSC_T00059,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_T00059,SAOUHSC_T00053,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_T00053,SAOUHSC_T00035,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_T00035,SAOUHSC_T00021,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_T00021,SAOUHSC_T00030,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_T00030,SAOUHSC_T0004,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_T0004,SAOUHSC_T00044,-1,1.0,1.0,1.0,1.0,1
SAOUHSC_T00044,SAOUHSC_T0001,-1,1.0,1.0,1.0,1.0,1
